neighbourhood,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating,price
Ciutat Vella,41.38098,2.17199,Private room,2,1.0,1.0,1.0,86.0,70.0
Sant Martí,41.40782,2.19864,Private room,2,1.0,1.0,1.0,98.0,65.0
Vila de Gràcia,41.40259,2.15691,Private room,1,1.0,1.0,1.0,93.0,22.0
Dreta de l'Eixample,41.39478,2.16524,Entire home/apt,6,2.0,3.0,3.0,93.0,300.0
Ciutat Vella,41.38157,2.1712,Entire home/apt,3,1.0,1.0,3.0,93.0,265.0
El Camp de l'Arpa del Clot,41.40853,2.18364,Private room,2,1.0,1.0,1.0,92.0,26.0
La Barceloneta,41.38277,2.18727,Entire home/apt,6,1.0,2.0,4.0,93.0,49.0
L'Antiga Esquerra de l'Eixample,41.39357,2.15409,Private room,2,1.0,0.0,1.0,93.0,100.0
La Barceloneta,41.38102,2.1914,Private room,1,1.0,1.0,1.0,93.0,90.0
Eixample,41.39129,2.16492,Entire home/apt,7,3.0,3.0,5.0,95.0,280.0
Eixample,41.3871,2.16719,Entire home/apt,2,1.0,1.0,1.0,98.0,115.0
Ciutat Vella,41.38972,2.17944,Entire home/apt,4,1.0,2.0,2.0,93.0,210.0
Sant Antoni,41.38158,2.16103,Entire home/apt,5,1.0,3.0,3.0,88.0,160.0
El Poblenou,41.40007,2.19952,Entire home/apt,6,2.0,2.0,2.0,93.0,80.0
Eixample,41.40011,2.18227,Entire home/apt,4,2.0,3.0,4.0,100.0,200.0
El Gòtic,41.37928,2.17651,Entire home/apt,4,1.0,1.0,3.0,79.0,67.0
El Camp de l'Arpa del Clot,41.41378,2.17998,Entire home/apt,4,1.0,2.0,3.0,60.0,145.0
Sants-Montjuïc,41.36606,2.13563,Private room,2,1.0,1.0,2.0,100.0,80.0
Eixample,41.39151,2.17504,Private room,3,1.0,1.0,1.0,90.0,40.0
Sant Pere/Santa Caterina,41.38636,2.18639,Entire home/apt,4,1.0,2.0,2.0,94.0,78.0
Eixample,41.37987,2.15121,Private room,1,1.0,1.0,1.0,93.0,45.0
Ciutat Vella,41.38271,2.17447,Entire home/apt,6,1.0,2.0,3.0,93.0,55.0
Ciutat Vella,41.38571,2.18248,Entire home/apt,4,1.0,2.0,2.0,93.0,65.0
Eixample,41.37929,2.15701,Private room,2,1.5,1.0,1.0,92.0,50.0
Sants-Montjuïc,41.3796,2.13495,Private room,2,1.0,1.0,1.0,91.0,18.0
Sant Andreu de Palomar,41.43316,2.1854,Entire home/apt,4,1.0,2.0,3.0,100.0,160.0
Gràcia,41.39944,2.15823,Private room,1,2.0,1.0,1.0,93.0,25.0
Nou Barris,41.44275,2.17533,Private room,1,2.0,1.0,1.0,93.0,15.0
Ciutat Vella,41.38338,2.16791,Private room,4,1.0,2.0,2.0,98.0,107.0
Sant Martí,41.40843,2.20246,Entire home/apt,4,2.0,2.0,3.0,93.0,88.0
Diagonal Mar - La Mar Bella,41.40856,2.21644,Entire home/apt,6,2.0,3.0,5.0,93.0,690.0
Sants-Montjuïc,41.37023,2.15798,Private room,2,1.0,1.0,1.0,100.0,50.0
Sants-Montjuïc,41.37928,2.13435,Entire home/apt,2,1.5,1.0,1.0,100.0,45.0
El Poble-sec,41.37306,2.1604,Entire home/apt,6,2.0,2.0,4.0,96.0,110.0
Diagonal Mar - La Mar Bella,41.40523,2.20945,Private room,1,1.0,1.0,1.0,100.0,25.0
Horta-Guinardó,41.40859,2.17039,Private room,1,1.0,1.0,1.0,98.0,36.0
Sant Pere/Santa Caterina,41.38774,2.18097,Entire home/apt,2,1.0,1.0,1.0,93.0,72.0
Sant Martí,41.41455,2.18454,Private room,2,1.5,1.0,1.0,94.0,26.0
Sants-Montjuïc,41.37338,2.16487,Entire home/apt,6,2.0,4.0,4.0,89.0,150.0
Dreta de l'Eixample,41.39911,2.17195,Private room,2,1.0,1.0,1.0,60.0,50.0
Sant Antoni,41.37839,2.15538,Entire home/apt,4,1.0,1.0,1.0,93.0,95.0
Gràcia,41.40345,2.16586,Entire home/apt,10,2.5,5.0,11.0,86.0,240.0
Sants-Montjuïc,41.37539,2.12947,Private room,2,5.0,1.0,2.0,93.0,70.0
Sant Martí,41.40735,2.19672,Private room,2,1.5,1.0,1.0,87.0,55.0
el Fort Pienc,41.3943,2.18065,Private room,2,1.0,1.0,1.0,100.0,60.0
Les Corts,41.38523,2.14076,Private room,1,1.0,1.0,1.0,93.0,30.0
Vila de Gràcia,41.39836,2.1568,Entire home/apt,4,1.0,0.0,2.0,93.0,65.0
Sant Antoni,41.38347,2.16323,Private room,2,1.0,1.0,1.0,93.0,50.0
L'Antiga Esquerra de l'Eixample,41.38616,2.15227,Entire home/apt,7,3.0,3.0,3.0,93.0,85.0
Sants-Montjuïc,41.37477,2.16071,Private room,2,1.0,1.0,1.0,92.0,69.0
Sant Pere/Santa Caterina,41.38833,2.17748,Private room,2,1.0,1.0,1.0,93.0,43.0
El Raval,41.38145,2.16512,Entire home/apt,4,2.0,2.0,3.0,93.0,77.0
Gràcia,41.40233,2.15483,Entire home/apt,2,1.0,1.0,1.0,93.0,45.0
Horta-Guinardó,41.41906,2.1793,Private room,2,1.0,1.0,1.0,92.0,25.0
Vila de Gràcia,41.40656,2.15732,Entire home/apt,6,2.0,3.0,5.0,92.0,139.0
Les Corts,41.38803,2.12894,Private room,2,2.0,1.0,1.0,93.0,35.0
Eixample,41.38432,2.16319,Entire home/apt,8,2.0,3.0,5.0,97.0,203.0
Horta,41.43046,2.16089,Private room,2,1.0,1.0,1.0,100.0,49.0
Horta-Guinardó,41.4138,2.16303,Entire home/apt,7,2.0,2.0,4.0,93.0,80.0
Eixample,41.38993,2.15771,Private room,1,1.0,1.0,1.0,97.0,30.0
Dreta de l'Eixample,41.39419,2.16868,Private room,2,1.0,1.0,1.0,92.0,53.0
El Gòtic,41.38308,2.17454,Private room,1,1.0,1.0,1.0,91.0,35.0
La Nova Esquerra de l'Eixample,41.38032,2.15013,Private room,2,1.0,1.0,1.0,100.0,128.0
Ciutat Vella,41.38387,2.18305,Entire home/apt,3,1.0,1.0,2.0,99.0,115.0
Eixample,41.39341,2.15726,Entire home/apt,6,2.0,3.0,5.0,74.0,262.0
Ciutat Vella,41.37651,2.16939,Private room,3,2.0,1.0,3.0,93.0,95.0
El Putget i Farró,41.40254,2.14866,Entire home/apt,4,1.0,1.0,2.0,93.0,138.0
Eixample,41.38606,2.15809,Private room,2,1.0,1.0,1.0,97.0,29.0
Sant Gervasi - Galvany,41.39628,2.14409,Private room,2,1.5,1.0,2.0,86.0,45.0
Vila de Gràcia,41.398,2.15557,Entire home/apt,2,1.0,1.0,1.0,100.0,200.0
Sants-Montjuïc,41.37383,2.15409,Entire home/apt,4,1.0,2.0,2.0,93.0,115.0
El Raval,41.3821,2.17018,Entire home/apt,2,1.0,1.0,1.0,90.0,60.0
El Camp de l'Arpa del Clot,41.411,2.18128,Entire home/apt,6,1.0,2.0,4.0,99.0,50.0
El Raval,41.37938,2.17451,Entire home/apt,4,1.0,1.0,2.0,100.0,40.0
El Raval,41.38568,2.16997,Entire home/apt,4,1.0,2.0,3.0,83.0,53.0
Dreta de l'Eixample,41.3925,2.16151,Entire home/apt,11,3.0,4.0,6.0,89.0,200.0
El Gòtic,41.38223,2.17512,Entire home/apt,6,1.5,2.0,4.0,92.0,216.0
Eixample,41.38901,2.17253,Entire home/apt,7,2.0,3.0,3.0,90.0,150.0
Eixample,41.39244,2.17014,Entire home/apt,4,1.0,2.0,3.0,96.0,95.0
Eixample,41.39278,2.15432,Entire home/apt,4,2.0,2.0,2.0,99.0,242.0
Eixample,41.39041,2.1532,Private room,3,1.0,1.0,2.0,93.0,52.0
Sants-Montjuïc,41.37338,2.16523,Private room,4,1.5,2.0,2.0,89.0,38.0
Eixample,41.37934,2.15157,Private room,1,1.0,1.0,1.0,99.0,35.0
Eixample,41.40935,2.17622,Private room,4,1.0,1.0,3.0,86.0,86.0
Eixample,41.38595,2.15903,Private room,1,1.0,1.0,1.0,98.0,36.0
Ciutat Vella,41.38146,2.17253,Shared room,4,1.5,1.0,4.0,89.0,21.0
Eixample,41.39517,2.16255,Entire home/apt,5,3.0,3.0,3.0,93.0,138.0
Dreta de l'Eixample,41.39576,2.16921,Entire home/apt,8,2.5,4.0,8.0,100.0,290.0
Vila de Gràcia,41.40166,2.16027,Private room,2,1.0,1.0,2.0,93.0,31.0
La Sagrera,41.42497,2.19258,Private room,1,1.0,1.0,1.0,93.0,45.0
Dreta de l'Eixample,41.39517,2.16289,Entire home/apt,9,4.0,5.0,7.0,100.0,5000.0
Sant Pere/Santa Caterina,41.38792,2.1758,Private room,2,1.0,1.0,1.0,100.0,500.0
Sant Martí,41.4,2.20643,Entire home/apt,4,2.0,2.0,3.0,97.0,95.0
Sant Martí,41.41249,2.17799,Entire home/apt,5,1.0,2.0,4.0,95.0,138.0
Sant Martí,41.40297,2.19752,Private room,1,1.0,1.0,1.0,93.0,23.0
Eixample,41.39201,2.18541,Entire home/apt,6,2.0,3.0,3.0,88.0,5000.0
Sants-Montjuïc,41.36913,2.1339,Private room,2,1.0,1.0,1.0,99.0,65.0
el Fort Pienc,41.3983,2.18145,Private room,2,1.0,1.0,1.0,93.0,40.0
El Born,41.3888,2.18216,Entire home/apt,4,2.0,2.0,3.0,93.0,250.0
Eixample,41.3816,2.1489,Entire home/apt,4,1.0,3.0,3.0,89.0,81.0
Gràcia,41.39815,2.15888,Entire home/apt,2,1.0,1.0,1.0,93.0,999.0
El Poble-sec,41.37461,2.16771,Entire home/apt,4,2.0,3.0,4.0,100.0,59.0
El Raval,41.38243,2.17229,Private room,2,1.0,1.0,1.0,99.0,63.0
Camp d'en Grassot i Gràcia Nova,41.40211,2.16593,Private room,2,1.0,1.0,1.0,90.0,65.0
El Born,41.38242,2.18207,Entire home/apt,2,1.5,1.0,1.0,94.0,19.0
La Nova Esquerra de l'Eixample,41.38553,2.16135,Private room,2,1.0,1.0,1.0,99.0,60.0
El Born,41.38693,2.18057,Private room,2,1.0,1.0,1.0,80.0,58.0
Eixample,41.39481,2.1736,Entire home/apt,11,2.0,4.0,6.0,94.0,202.0
El Raval,41.38063,2.16952,Private room,2,1.0,1.0,1.0,97.0,45.0
Verdum - Los Roquetes,41.44448,2.17539,Private room,2,2.0,1.0,1.0,91.0,35.0
Ciutat Vella,41.3784,2.17489,Entire home/apt,4,2.0,2.0,4.0,100.0,51.0
Ciutat Vella,41.38925,2.17733,Entire home/apt,4,1.0,2.0,3.0,100.0,158.0
El Poble-sec,41.37243,2.16809,Entire home/apt,2,1.0,1.0,1.0,100.0,85.0
Ciutat Vella,41.37888,2.1783,Private room,2,2.0,1.0,1.0,93.0,45.0
Vila de Gràcia,41.39988,2.16086,Entire home/apt,6,1.0,3.0,5.0,98.0,130.0
Ciutat Vella,41.37714,2.16634,Entire home/apt,3,1.0,1.0,2.0,80.0,39.0
Eixample,41.40276,2.17846,Private room,2,1.0,1.0,1.0,88.0,25.0
Eixample,41.38768,2.16633,Private room,2,1.0,1.0,1.0,100.0,130.0
Glòries - El Parc,41.39989,2.19123,Private room,2,1.0,1.0,1.0,80.0,60.0
Gràcia,41.40173,2.16452,Entire home/apt,6,1.0,2.0,3.0,91.0,85.0
Sants-Montjuïc,41.37009,2.14203,Private room,2,1.0,1.0,1.0,88.0,69.0
Sant Antoni,41.3812,2.16123,Entire home/apt,10,2.0,4.0,6.0,90.0,300.0
Sant Martí,41.399,2.20463,Entire home/apt,4,1.0,2.0,3.0,93.0,1000.0
Eixample,41.39095,2.16585,Entire home/apt,18,4.0,9.0,18.0,96.0,567.0
Sants-Montjuïc,41.3735,2.1246,Entire home/apt,4,1.0,3.0,3.0,93.0,49.0
La Nova Esquerra de l'Eixample,41.37978,2.14553,Entire home/apt,5,1.0,3.0,3.0,95.0,80.0
Sant Pere/Santa Caterina,41.39039,2.1779,Entire home/apt,4,1.0,2.0,3.0,95.0,158.0
Sants-Montjuïc,41.37611,2.14579,Private room,2,1.0,1.0,1.0,93.0,59.0
Eixample,41.37932,2.1512,Entire home/apt,5,1.0,2.0,4.0,93.0,79.0
Eixample,41.37621,2.16592,Private room,1,1.5,1.0,1.0,87.0,25.0
Carmel,41.42082,2.15891,Private room,2,1.0,1.0,1.0,100.0,35.0
Sant Pere/Santa Caterina,41.38591,2.1815,Entire home/apt,3,1.0,1.0,1.0,100.0,42.0
Eixample,41.40673,2.17458,Private room,2,1.0,1.0,1.0,98.0,65.0
Sant Pere/Santa Caterina,41.38807,2.17605,Private room,2,1.0,1.0,1.0,99.0,65.0
La Vila Olímpica,41.39228,2.20081,Entire home/apt,5,2.0,3.0,4.0,93.0,109.0
Sant Antoni,41.37727,2.16323,Entire home/apt,2,1.0,1.0,1.0,93.0,41.0
El Poblenou,41.40111,2.20594,Entire home/apt,4,1.0,2.0,3.0,93.0,140.0
El Born,41.38679,2.18071,Entire home/apt,4,1.0,1.0,2.0,89.0,72.0
Eixample,41.39502,2.15719,Entire home/apt,6,2.0,3.0,4.0,90.0,120.0
Camp d'en Grassot i Gràcia Nova,41.40465,2.17126,Private room,2,1.5,1.0,1.0,82.0,35.0
El Poble-sec,41.37439,2.1675,Entire home/apt,4,1.0,2.0,2.0,96.0,90.0
Sarrià-Sant Gervasi,41.40656,2.14465,Private room,1,1.0,1.0,1.0,93.0,40.0
Sant Gervasi - Galvany,41.40073,2.1492,Private room,1,2.0,1.0,1.0,90.0,16.0
Sarrià-Sant Gervasi,41.39656,2.14898,Entire home/apt,6,2.0,3.0,3.0,88.0,250.0
Ciutat Vella,41.37729,2.1783,Entire home/apt,4,1.0,2.0,4.0,93.0,100.0
Sants-Montjuïc,41.3725,2.15995,Private room,2,1.0,1.0,1.0,89.0,27.0
Eixample,41.37614,2.15998,Private room,3,1.0,1.0,2.0,96.0,30.0
Eixample,41.40734,2.17584,Private room,2,1.0,1.0,2.0,97.0,22.0
Les Corts,41.38519,2.13599,Private room,2,1.0,1.0,1.0,100.0,42.0
Eixample,41.40082,2.16942,Private room,2,1.0,1.0,2.0,93.0,50.0
Sant Andreu,41.41749,2.1892,Entire home/apt,6,1.0,4.0,6.0,89.0,60.0
Sarrià-Sant Gervasi,41.40565,2.14765,Entire home/apt,3,2.0,2.0,2.0,90.0,55.0
Ciutat Vella,41.37942,2.17804,Private room,3,1.0,1.0,2.0,90.0,90.0
Ciutat Vella,41.38449,2.16731,Entire home/apt,4,1.0,1.0,1.0,88.0,110.0
Sarrià-Sant Gervasi,41.39261,2.13204,Entire home/apt,2,0.5,1.0,1.0,86.0,79.0
Eixample,41.37747,2.15248,Private room,2,2.0,1.0,1.0,93.0,30.0
Gràcia,41.40194,2.15769,Entire home/apt,5,1.0,2.0,3.0,90.0,85.0
Sants-Montjuïc,41.37549,2.12292,Private room,1,1.0,1.0,1.0,80.0,18.0
Sant Pere/Santa Caterina,41.38878,2.18002,Entire home/apt,4,1.0,1.0,1.0,93.0,47.0
Eixample,41.38079,2.15194,Private room,1,1.0,1.0,1.0,93.0,25.0
Ciutat Vella,41.38643,2.18225,Entire home/apt,4,1.0,2.0,3.0,20.0,240.0
La Salut,41.40937,2.15185,Private room,3,1.0,1.0,3.0,96.0,53.0
La Sagrada Família,41.40617,2.17595,Entire home/apt,5,2.0,3.0,5.0,68.0,70.0
Eixample,41.39872,2.17292,Entire home/apt,9,2.5,5.0,6.0,94.0,426.0
Gràcia,41.4002,2.16143,Private room,1,1.0,1.0,1.0,97.0,30.0
Sant Gervasi - la Bonanova,41.40547,2.13557,Entire home/apt,4,1.0,2.0,1.0,93.0,78.0
Eixample,41.39153,2.17677,Entire home/apt,2,1.0,1.0,1.0,93.0,60.0
Ciutat Vella,41.38439,2.18343,Entire home/apt,4,1.0,2.0,4.0,93.0,200.0
Dreta de l'Eixample,41.39313,2.15842,Entire home/apt,4,2.0,2.0,4.0,93.0,198.0
Sants-Montjuïc,41.37613,2.14109,Entire home/apt,8,2.0,4.0,6.0,80.0,250.0
Ciutat Vella,41.37652,2.17433,Private room,2,1.0,0.0,1.0,93.0,40.0
Ciutat Vella,41.38088,2.17953,Entire home/apt,2,1.0,0.0,1.0,100.0,99.0
Eixample,41.3824,2.15778,Private room,1,1.0,0.0,1.0,93.0,28.0
Gràcia,41.4048,2.1706,Entire home/apt,6,2.0,3.0,5.0,94.0,157.0
Ciutat Vella,41.38935,2.1829,Entire home/apt,6,1.5,4.0,6.0,93.0,90.0
L'Antiga Esquerra de l'Eixample,41.39169,2.1573,Entire home/apt,5,1.0,3.0,3.0,92.0,261.0
Sant Martí,41.40496,2.19645,Entire home/apt,4,1.0,1.0,1.0,97.0,94.0
Eixample,41.39834,2.17707,Private room,2,3.0,1.0,2.0,90.0,66.0
Eixample,41.3766,2.16366,Private room,2,1.0,1.0,1.0,100.0,81.0
Horta-Guinardó,41.41171,2.17185,Private room,1,1.0,2.0,1.0,93.0,15.0
Sants-Montjuïc,41.37337,2.16695,Private room,2,1.0,1.0,1.0,93.0,80.0
Eixample,41.40508,2.17309,Entire home/apt,4,1.0,2.0,3.0,96.0,211.0
Ciutat Vella,41.38405,2.17135,Entire home/apt,4,1.0,1.0,1.0,93.0,60.0
Eixample,41.39207,2.17928,Private room,1,1.0,1.0,1.0,96.0,26.0
Eixample,41.40574,2.17776,Private room,2,1.5,1.0,1.0,94.0,60.0
La Sagrada Família,41.40582,2.17948,Entire home/apt,4,1.0,1.0,1.0,90.0,115.0
Dreta de l'Eixample,41.39595,2.16519,Entire home/apt,8,2.0,5.0,6.0,75.0,85.0
Sant Pere/Santa Caterina,41.38789,2.1818,Entire home/apt,4,1.0,1.0,1.0,93.0,47.0
Gràcia,41.40868,2.16402,Entire home/apt,6,1.0,2.0,3.0,91.0,110.0
L'Antiga Esquerra de l'Eixample,41.39007,2.15593,Private room,2,1.0,1.0,1.0,97.0,55.0
Eixample,41.39952,2.17119,Private room,1,1.0,1.0,1.0,80.0,19.0
Gràcia,41.40303,2.16909,Entire home/apt,6,1.5,2.0,3.0,93.0,60.0
Eixample,41.40076,2.18035,Private room,2,1.0,1.0,1.0,96.0,49.0
Gràcia,41.41023,2.15841,Entire home/apt,6,2.0,2.0,3.0,93.0,76.0
Navas,41.41807,2.18273,Private room,2,1.0,1.0,1.0,93.0,60.0
Eixample,41.38936,2.17565,Private room,2,1.0,2.0,2.0,100.0,91.0
La Nova Esquerra de l'Eixample,41.38866,2.16253,Entire home/apt,2,1.0,1.0,1.0,100.0,182.0
El Raval,41.37949,2.17389,Private room,1,1.0,1.0,1.0,89.0,46.0
Sant Gervasi - Galvany,41.40171,2.14651,Entire home/apt,6,3.0,3.0,3.0,84.0,150.0
Les Corts,41.38106,2.1274,Private room,4,1.0,2.0,2.0,93.0,35.0
Eixample,41.37715,2.15676,Private room,2,1.0,1.0,1.0,93.0,45.0
La Nova Esquerra de l'Eixample,41.38324,2.15027,Private room,2,1.0,1.0,1.0,93.0,55.0
Vila de Gràcia,41.39766,2.15743,Private room,4,2.0,1.0,1.0,93.0,8000.0
Sant Andreu,41.4171,2.18572,Private room,1,1.0,1.0,1.0,100.0,35.0
Ciutat Vella,41.3802,2.16568,Private room,1,1.5,1.0,1.0,95.0,20.0
Eixample,41.39288,2.16987,Entire home/apt,6,2.0,3.0,3.0,76.0,184.0
Sant Andreu,41.42353,2.18462,Entire home/apt,7,2.0,3.0,5.0,86.0,100.0
el Fort Pienc,41.39871,2.18339,Private room,2,1.0,1.0,1.0,88.0,65.0
Sants-Montjuïc,41.37338,2.14596,Entire home/apt,7,1.0,3.0,7.0,98.0,78.0
Sant Martí,41.41228,2.22199,Entire home/apt,4,0.5,1.0,3.0,87.0,57.0
Sant Martí,41.41133,2.18705,Private room,2,1.5,1.0,1.0,100.0,55.0
El Poble-sec,41.37361,2.17395,Entire home/apt,4,1.5,2.0,3.0,85.0,150.0
Ciutat Vella,41.37777,2.16553,Entire home/apt,2,1.0,0.0,1.0,78.0,29.0
Eixample,41.39645,2.17464,Private room,1,2.0,1.0,1.0,100.0,23.0
Gràcia,41.40257,2.16343,Entire home/apt,4,1.0,2.0,3.0,96.0,140.0
Sants-Montjuïc,41.37772,2.13882,Shared room,1,1.0,1.0,6.0,88.0,20.0
La Maternitat i Sant Ramon,41.37471,2.10526,Private room,2,2.0,1.0,1.0,93.0,70.0
Ciutat Vella,41.38361,2.18129,Entire home/apt,7,1.0,2.0,5.0,93.0,150.0
Sants-Montjuïc,41.37432,2.1439,Entire home/apt,6,2.0,3.0,5.0,94.0,137.0
L'Antiga Esquerra de l'Eixample,41.39001,2.16027,Entire home/apt,6,2.0,3.0,6.0,87.0,190.0
Sant Martí,41.3907,2.18988,Private room,1,2.0,1.0,1.0,91.0,30.0
Ciutat Vella,41.3839,2.18011,Private room,2,1.0,1.0,1.0,95.0,53.0
Sants-Montjuïc,41.3695,2.14157,Private room,2,1.0,1.0,1.0,92.0,49.0
Eixample,41.40283,2.17157,Entire home/apt,6,2.0,3.0,4.0,82.0,90.0
El Raval,41.37922,2.17274,Private room,2,1.0,1.0,1.0,92.0,42.0
Sant Antoni,41.38372,2.16334,Private room,2,1.0,1.0,1.0,100.0,56.0
Eixample,41.41032,2.17524,Entire home/apt,5,1.0,2.0,3.0,92.0,129.0
El Gòtic,41.38024,2.17802,Entire home/apt,6,2.0,3.0,6.0,88.0,60.0
Sants-Montjuïc,41.37349,2.15573,Entire home/apt,8,2.0,3.0,5.0,77.0,150.0
El Besòs i el Maresme,41.41624,2.21462,Private room,2,1.0,1.0,1.0,88.0,20.0
Sant Martí,41.41057,2.21223,Private room,2,1.0,1.0,1.0,93.0,50.0
Eixample,41.40056,2.17995,Entire home/apt,4,1.0,1.0,2.0,91.0,128.0
El Baix Guinardó,41.41292,2.16559,Private room,4,1.5,1.0,2.0,93.0,45.0
Vila de Gràcia,41.40053,2.15813,Entire home/apt,4,1.0,2.0,4.0,91.0,180.0
Vila de Gràcia,41.40088,2.15902,Private room,3,1.0,1.0,2.0,93.0,65.0
Ciutat Vella,41.38928,2.17818,Private room,2,1.5,1.0,1.0,96.0,55.0
Sants-Montjuïc,41.37072,2.1602,Private room,1,1.0,1.0,1.0,94.0,35.0
Ciutat Vella,41.3805,2.17278,Entire home/apt,10,5.0,4.0,9.0,97.0,500.0
El Poblenou,41.40438,2.20528,Private room,2,1.0,1.0,2.0,99.0,55.0
Eixample,41.3987,2.17415,Entire home/apt,4,1.0,3.0,4.0,81.0,200.0
Eixample,41.39286,2.16212,Entire home/apt,4,1.0,1.0,1.0,89.0,80.0
Ciutat Vella,41.38047,2.17378,Private room,3,1.0,2.0,3.0,95.0,60.0
El Besòs i el Maresme,41.41528,2.21396,Private room,3,1.0,1.0,2.0,75.0,25.0
Sants-Montjuïc,41.37328,2.16088,Private room,2,1.0,1.0,1.0,97.0,30.0
Eixample,41.40887,2.17433,Private room,2,1.0,1.0,1.0,93.0,65.0
Ciutat Vella,41.39076,2.18253,Entire home/apt,4,1.0,3.0,3.0,93.0,45.0
Horta-Guinardó,41.42268,2.1733,Entire home/apt,5,1.0,2.0,4.0,92.0,75.0
El Putget i Farró,41.407,2.14631,Entire home/apt,8,2.0,3.0,6.0,78.0,95.0
El Gòtic,41.38137,2.17662,Private room,2,1.5,1.0,1.0,95.0,54.0
L'Antiga Esquerra de l'Eixample,41.38599,2.15231,Entire home/apt,4,1.0,1.0,2.0,80.0,300.0
La Sagrada Família,41.40141,2.17669,Entire home/apt,4,1.0,1.0,2.0,80.0,100.0
Sant Pere/Santa Caterina,41.38787,2.18167,Entire home/apt,4,1.0,2.0,3.0,86.0,27.0
Dreta de l'Eixample,41.38578,2.16805,Private room,4,1.0,1.0,3.0,97.0,110.0
Vila de Gràcia,41.39903,2.15608,Entire home/apt,2,1.0,1.0,1.0,90.0,115.0
Eixample,41.37974,2.15773,Entire home/apt,6,1.0,3.0,3.0,100.0,111.0
La Sagrada Família,41.40664,2.18061,Private room,2,1.0,1.0,1.0,92.0,40.0
Eixample,41.39141,2.17121,Private room,3,1.0,1.0,2.0,93.0,211.0
Sarrià-Sant Gervasi,41.39568,2.14222,Private room,3,1.0,1.0,2.0,91.0,100.0
El Poble-sec,41.37244,2.16507,Entire home/apt,4,1.0,2.0,3.0,92.0,157.0
El Gòtic,41.38761,2.17232,Entire home/apt,4,2.0,2.0,2.0,87.0,78.0
El Poble-sec,41.37376,2.17059,Entire home/apt,4,1.0,2.0,3.0,77.0,145.0
Ciutat Vella,41.38307,2.16743,Private room,2,1.0,1.0,1.0,91.0,36.0
Sarrià-Sant Gervasi,41.40754,2.14423,Private room,2,1.0,1.0,1.0,93.0,70.0
Gràcia,41.4055,2.15549,Entire home/apt,4,1.0,3.0,4.0,95.0,86.0
Eixample,41.38524,2.161,Private room,2,1.5,1.0,1.0,72.0,60.0
L'Antiga Esquerra de l'Eixample,41.38699,2.15272,Entire home/apt,9,2.0,4.0,6.0,92.0,450.0
El Gòtic,41.3862,2.17242,Private room,2,1.0,1.0,1.0,98.0,50.0
Eixample,41.38199,2.14897,Private room,1,1.0,1.0,1.0,100.0,30.0
Sants-Montjuïc,41.37232,2.12782,Private room,2,1.0,1.0,1.0,92.0,14.0
Sant Martí,41.38549,2.20095,Entire home/apt,10,4.0,5.0,5.0,93.0,350.0
Ciutat Vella,41.38109,2.17546,Private room,2,1.0,1.0,1.0,90.0,72.0
Sants-Montjuïc,41.37649,2.14042,Entire home/apt,2,1.0,1.0,1.0,94.0,120.0
La Nova Esquerra de l'Eixample,41.38427,2.15533,Entire home/apt,3,2.0,2.0,2.0,93.0,62.0
Eixample,41.3912,2.17238,Private room,2,1.0,1.0,1.0,96.0,38.0
Eixample,41.39002,2.16589,Entire home/apt,6,2.0,3.0,5.0,95.0,158.0
Gràcia,41.41924,2.15097,Private room,2,1.0,0.0,0.0,100.0,40.0
Eixample,41.37695,2.16128,Entire home/apt,4,1.0,1.0,2.0,93.0,125.0
Sant Martí,41.39176,2.20109,Entire home/apt,5,1.0,2.0,5.0,80.0,370.0
Ciutat Vella,41.38082,2.16722,Private room,3,1.0,1.0,2.0,93.0,40.0
Sant Antoni,41.38241,2.16261,Entire home/apt,4,1.0,1.0,1.0,94.0,110.0
El Poble-sec,41.37202,2.15659,Entire home/apt,4,1.5,2.0,2.0,93.0,120.0
El Raval,41.37928,2.16887,Private room,1,1.0,1.0,1.0,93.0,21.0
Les Corts,41.38538,2.12821,Entire home/apt,5,2.0,4.0,5.0,89.0,150.0
el Fort Pienc,41.40106,2.18257,Private room,3,1.0,2.0,2.0,95.0,55.0
Sarrià-Sant Gervasi,41.40158,2.1376,Entire home/apt,4,1.0,2.0,3.0,89.0,75.0
Dreta de l'Eixample,41.39732,2.17113,Private room,2,1.0,1.0,1.0,85.0,66.0
Eixample,41.39111,2.17015,Entire home/apt,4,1.0,2.0,2.0,95.0,140.0
Eixample,41.38883,2.15139,Private room,3,2.0,1.0,2.0,93.0,34.0
Sant Andreu,41.43587,2.2073,Entire home/apt,7,1.0,2.0,6.0,85.0,99.0
Eixample,41.40519,2.17091,Entire home/apt,4,1.0,1.0,2.0,90.0,95.0
El Gòtic,41.37894,2.17768,Private room,2,1.0,1.0,1.0,97.0,40.0
La Vila Olímpica,41.39265,2.19461,Entire home/apt,8,2.0,3.0,5.0,86.0,337.0
Gràcia,41.40772,2.15593,Entire home/apt,4,1.0,2.0,3.0,98.0,97.0
Dreta de l'Eixample,41.39631,2.16864,Entire home/apt,5,1.0,3.0,4.0,94.0,99.0
Nou Barris,41.44105,2.18137,Private room,2,1.0,1.0,2.0,100.0,27.0
Gràcia,41.41998,2.14838,Private room,1,1.0,1.0,1.0,80.0,15.0
El Raval,41.37995,2.16737,Private room,2,1.0,1.0,1.0,89.0,46.0
